Cantidad;Periodo_Cartera;Segmento;Tipo_Cotizante;Grupo_Producto;SEXO;Tipo_Trabajador
13;202112;Alto Patrimonio;Pensionado;CB + VIDA + PENS;Masculino;Dependiente
1809;202103;Alto Valor;No Cotizante;VIDA;Femenino;NULL
26;202103;Rentas Medias;Afiliado no Pensionado;AFP_VOL;Femenino;NULL
2;202110;Rentas Medias;Pensionado;APO + AFP_VOL + CB + PENS;Masculino;Dependiente
48;202206;Alto Patrimonio;Pensionado;CB + VIDA;Masculino;Dependiente
4;202202;Alto Patrimonio;Pensionado;APO + AFP_VOL;Masculino;Dependiente
79590;202111;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL;Masculino;Dependiente
5;202203;Alto Valor;Pensionado;AFP_VOL + VIDA;Masculino;Independiente
14;202201;Prime;Pensionado;AFP_VOL + CB;Femenino;Independiente
142;202101;Prime;No Cotizante;AFP_VOL;Femenino;NULL
2;202109;Rentas Medias;Afiliado no Pensionado;AFP_VOL + CB;Femenino;Dependiente
1;202111;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Masculino;Independiente
16;202203;Prime;Pensionado;APO + AFP_VOL + PENS;Femenino;Dependiente
3;202101;Alto Valor;Pensionado;VIDA;Masculino;NULL
2;202107;Alto Patrimonio;Afiliado no Pensionado;CB + VIDA;Femenino;Dependiente
3;202108;Alto Valor;Pensionado;AFP_VOL + VIDA;Femenino;Independiente
1394;202112;Rentas Medias;Afiliado no Pensionado;APO;Femenino;Independiente
132;202110;Rentas Masivas;Pensionado;CB;Masculino;Dependiente
2;202108;Alto Valor;Pensionado;AFP_VOL + CB + VIDA + PENS;Femenino;Dependiente
111;202111;Prime;Afiliado no Pensionado;APO + VIDA;Masculino;Dependiente
2;202103;Rentas Masivas;No Cotizante;APO;Femenino;Independiente
38;202203;Alto Valor;Afiliado no Pensionado;APO + VIDA;Femenino;Independiente
15;202110;Alto Valor;Pensionado;CB + PENS;Masculino;Dependiente
76;202203;Rentas Medias;Pensionado;CB;Masculino;Dependiente
3;202201;Rentas Masivas;Pensionado;APO + CB;Masculino;Independiente
391;202102;Rentas Medias;No Cotizante;AFP_VOL + CB;Femenino;NULL
1;202201;Rentas Medias;Pensionado;CB + PENS;Femenino;NULL
2;202102;Prime;Pensionado;APO + AFP_VOL + VIDA + PENS;Femenino;Independiente
52;202101;Rentas Medias;Pensionado;AFP_VOL + CB;Femenino;Dependiente
14;202108;Prime;Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
9;202112;Rentas Masivas;Pensionado;CB + PENS;Masculino;Independiente
3;202103;Alto Patrimonio;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Independiente
24;202108;Alto Patrimonio;No Cotizante;AFP_VOL + VIDA;Masculino;NULL
82;202206;Prime;Pensionado;CB;Masculino;Dependiente
129;202206;Rentas Medias;Afiliado no Pensionado;APO + VIDA;Masculino;Independiente
31391;202205;Rentas Masivas;No Cotizante;AFP_VOL;Femenino;NULL
3;202207;Alto Patrimonio;Pensionado;AFP_VOL;Femenino;Independiente
66;202202;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Independiente
1566;202103;Rentas Medias;Afiliado no Pensionado;APO;Masculino;Independiente
144;202202;Rentas Medias;Afiliado no Pensionado;APO + VIDA;Masculino;Independiente
20;202103;Alto Patrimonio;Afiliado no Pensionado;APO + CB + VIDA;Masculino;Independiente
215;202205;Prime;Afiliado no Pensionado;APO + AFP_VOL;Femenino;Independiente
1;202208;Rentas Masivas;Afiliado no Pensionado;APO + CB + VIDA;Masculino;Independiente
21;202102;Prime;Pensionado;CB + PENS;Masculino;Dependiente
158;202105;Prime;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Dependiente
1;202112;Rentas Medias;Pensionado;APO + VIDA;Masculino;Dependiente
1;202111;Rentas Medias;Pensionado;AFP_VOL + CB + VIDA;Masculino;Dependiente
2;202103;Alto Patrimonio;Pensionado;AFP_VOL;Femenino;Independiente
22;202207;Prime;Pensionado;CB + PENS;Femenino;Dependiente
12;202107;Prime;Pensionado;CB + PENS;Femenino;Independiente
18;202107;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Masculino;Independiente
21;202109;Rentas Medias;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Dependiente
43;202111;Prime;Pensionado;AFP_VOL;Masculino;Independiente
3;202109;Prime;Pensionado;APO + AFP_VOL + VIDA + PENS;Femenino;Dependiente
69;202206;Alto Patrimonio;No Cotizante;AFP_VOL + CB + VIDA;Masculino;NULL
49;202108;Prime;Pensionado;AFP_VOL + CB;Femenino;Dependiente
4;202109;Alto Patrimonio;Pensionado;APO + AFP_VOL;Masculino;Dependiente
190;202112;Prime;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Dependiente
204;202106;Prime;No Cotizante;AFP_VOL + CB;Masculino;NULL
98;202202;Prime;Afiliado no Pensionado;APO + AFP_VOL + CB;Femenino;Independiente
1;202205;Alto Valor;Pensionado;AFP_VOL + VIDA;Femenino;NULL
5;202203;Prime;Pensionado;VIDA + PENS;Femenino;Dependiente
970;202202;Alto Valor;Afiliado no Pensionado;APO;Masculino;Independiente
1;202104;Alto Valor;Pensionado;APO + CB;Femenino;Independiente
10;202208;Alto Patrimonio;Pensionado;AFP_VOL + CB;Masculino;Independiente
9;202208;Rentas Masivas;Afiliado no Pensionado;AFP_VOL + PENS;Masculino;Dependiente
1;202203;Alto Patrimonio;Pensionado;CB + VIDA + PENS;Femenino;Independiente
261;202104;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Femenino;Dependiente
1;202110;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB;Masculino;Independiente
1;202203;Alto Valor;Afiliado no Pensionado;AFP_VOL + VIDA;Masculino;Dependiente
1;202109;Alto Valor;Afiliado no Pensionado;CB + VIDA;Femenino;Dependiente
79701;202110;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL;Masculino;Dependiente
10;202208;Prime;Pensionado;AFP_VOL + CB + PENS;Femenino;Independiente
14;202109;Alto Valor;Pensionado;AFP_VOL + VIDA + PENS;Masculino;Dependiente
8;202205;Prime;Pensionado;APO + AFP_VOL + CB;Femenino;Dependiente
1;202203;Alto Patrimonio;Pensionado;APO + AFP_VOL + VIDA;Femenino;Dependiente
255;202112;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Dependiente
3;202208;Rentas Masivas;Pensionado;AFP_VOL + CB;Femenino;Independiente
4;202203;Alto Valor;Pensionado;AFP_VOL + CB;Femenino;NULL
5;202109;Alto Patrimonio;Pensionado;VIDA;Masculino;Independiente
72;202206;Alto Patrimonio;Pensionado;AFP_VOL + CB + PENS;Masculino;Independiente
361835;202108;Rentas Masivas;Afiliado no Pensionado;APO;Masculino;Dependiente
38;202105;Rentas Medias;Pensionado;AFP_VOL + CB + PENS;Masculino;Dependiente
1;202108;Rentas Medias;Afiliado no Pensionado;APO + CB + PENS;Masculino;Dependiente
9;202207;Rentas Masivas;Afiliado no Pensionado;AFP_VOL + PENS;Masculino;Dependiente
11770;202102;Rentas Medias;No Cotizante;AFP_VOL;Femenino;NULL
1;202103;Prime;Afiliado no Pensionado;APO + AFP_VOL + PENS;Masculino;Independiente
2;202208;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB;Masculino;Independiente
8;202208;Alto Valor;Pensionado;AFP_VOL + CB;Femenino;Independiente
78;202203;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL + CB;Femenino;Dependiente
6;202112;Alto Patrimonio;Pensionado;AFP_VOL + CB;Femenino;Independiente
2;202112;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB;Femenino;Dependiente
208;202203;Alto Patrimonio;Afiliado no Pensionado;APO + CB;Masculino;Dependiente
2;202112;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + PENS;Femenino;Dependiente
559;202206;Prime;Afiliado no Pensionado;APO + AFP_VOL + CB;Femenino;Dependiente
626;202207;Alto Valor;Pensionado;AFP_VOL;Masculino;Dependiente
18;202108;Prime;Pensionado;CB + PENS;Masculino;Dependiente
2;202106;Prime;Pensionado;CB + VIDA;Masculino;Independiente
3;202205;Alto Valor;Afiliado no Pensionado;AFP_VOL + PENS;Masculino;Dependiente
1;202105;Rentas Masivas;No Cotizante;APO + AFP_VOL;Masculino;Dependiente
411;202201;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
5;202202;Alto Patrimonio;Afiliado no Pensionado;APO + VIDA;Femenino;Independiente
19;202106;Rentas Masivas;Afiliado no Pensionado;APO + PENS;Masculino;Dependiente
4140;202201;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL;Femenino;Independiente
3;202110;Rentas Medias;Pensionado;VIDA;Masculino;NULL
19;202207;Rentas Masivas;Pensionado;AFP_VOL + CB + PENS;Femenino;Dependiente
3;202105;Rentas Medias;Pensionado;VIDA;Masculino;NULL
130;202201;Alto Valor;No Cotizante;AFP_VOL + VIDA;Femenino;NULL
722;202205;Rentas Medias;Pensionado;AFP_VOL + PENS;Femenino;Independiente
1;202208;Rentas Medias;Afiliado no Pensionado;AFP_VOL + PENS;Femenino;Dependiente
1;202107;Rentas Medias;Afiliado no Pensionado;APO + PENS;Femenino;Dependiente
1;202112;Alto Patrimonio;Pensionado;APO + AFP_VOL + VIDA;Femenino;Independiente
1;202203;Prime;Afiliado no Pensionado;AFP_VOL + CB;Femenino;Independiente
37;202204;Alto Valor;Pensionado;AFP_VOL;Masculino;NULL
14;202201;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + PENS;Femenino;Dependiente
6;202107;Prime;Pensionado;APO + AFP_VOL;Femenino;Dependiente
6;202104;Prime;Pensionado;VIDA;Femenino;Independiente
1318;202108;Alto Valor;Pensionado;AFP_VOL + PENS;Masculino;Dependiente
4;202208;Alto Patrimonio;Pensionado;APO + AFP_VOL + VIDA + PENS;Masculino;Independiente
1;202104;Alto Valor;Pensionado;APO + CB + VIDA;Femenino;Dependiente
10;202111;Alto Patrimonio;Pensionado;CB + VIDA;Masculino;NULL
1;202205;Prime;Afiliado no Pensionado;CB + VIDA;Masculino;NULL
14;202102;Alto Patrimonio;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Dependiente
213;202103;Alto Valor;No Cotizante;AFP_VOL + VIDA;Masculino;NULL
1022;202104;Prime;Afiliado no Pensionado;APO + AFP_VOL;Femenino;Dependiente
122;202206;Alto Patrimonio;No Cotizante;AFP_VOL + CB;Masculino;NULL
53;202110;Rentas Masivas;Pensionado;AFP_VOL + CB;Masculino;Dependiente
21616;202208;Alto Valor;Afiliado no Pensionado;APO;Femenino;Dependiente
2;202111;Alto Valor;Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Dependiente
2;202201;Rentas Medias;Afiliado no Pensionado;CB;Femenino;Independiente
5;202110;Alto Valor;Pensionado;VIDA + PENS;Femenino;Independiente
57;202202;Rentas Medias;Pensionado;CB;Femenino;Dependiente
3;202111;Alto Valor;Pensionado;VIDA;Masculino;NULL
17;202108;Alto Valor;Pensionado;CB;Masculino;Independiente
1;202207;Prime;Pensionado;APO + AFP_VOL + VIDA;Femenino;Dependiente
11913;202202;Rentas Medias;No Cotizante;AFP_VOL;Femenino;NULL
11614;202111;Rentas Medias;No Cotizante;AFP_VOL;Femenino;NULL
31;202101;Prime;Pensionado;AFP_VOL + CB + PENS;Femenino;Dependiente
48;202106;Prime;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Independiente
145;202105;Prime;Afiliado no Pensionado;APO + CB;Femenino;Dependiente
4;202111;Rentas Medias;Pensionado;CB;Femenino;NULL
3;202104;Rentas Medias;Pensionado;AFP_VOL + VIDA;Masculino;NULL
55;202101;Prime;Afiliado no Pensionado;APO + VIDA;Femenino;Dependiente
1;202208;Alto Valor;Pensionado;AFP_VOL + CB + VIDA;Masculino;Independiente
65;202208;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL + CB;Femenino;Dependiente
1934;202102;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL;Masculino;Independiente
86;202106;Rentas Masivas;Pensionado;APO;Masculino;Independiente
6;202110;Prime;Pensionado;VIDA;Femenino;Dependiente
1;202108;Alto Valor;Afiliado no Pensionado;AFP_VOL + VIDA;Masculino;Dependiente
11;202106;Alto Valor;Pensionado;AFP_VOL + CB;Masculino;Independiente
2;202111;Alto Valor;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Masculino;Dependiente
93;202204;Rentas Medias;Pensionado;VIDA;Femenino;Dependiente
6;202103;Alto Valor;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Independiente
5276;202106;Rentas Masivas;Pensionado;AFP_VOL + PENS;Masculino;Dependiente
2;202208;Alto Valor;Pensionado;AFP_VOL + VIDA;Masculino;NULL
148;202203;Prime;Pensionado;AFP_VOL + PENS;Masculino;Independiente
109;202102;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Masculino;Dependiente
106;202206;Alto Valor;Afiliado no Pensionado;APO + VIDA;Masculino;Independiente
45;202102;Prime;Pensionado;AFP_VOL + CB;Femenino;Dependiente
61;202204;Alto Valor;Pensionado;AFP_VOL + CB + PENS;Masculino;Dependiente
1;202206;Rentas Masivas;No Cotizante;AFP_VOL + CB + VIDA;Masculino;NULL
923;202201;Alto Valor;Afiliado no Pensionado;APO;Masculino;Independiente
1;202109;Rentas Masivas;Afiliado no Pensionado;APO + CB + VIDA;Masculino;Dependiente
1;202112;Alto Patrimonio;Pensionado;APO + AFP_VOL + VIDA + PENS;Masculino;Independiente
57;202104;Prime;Afiliado no Pensionado;APO + CB + VIDA;Femenino;Dependiente
156;202109;Alto Valor;Pensionado;AFP_VOL + PENS;Femenino;Independiente
2;202203;Prime;Pensionado;APO + CB + VIDA;Masculino;Dependiente
67;202101;Alto Valor;Pensionado;CB;Masculino;Dependiente
4;202201;Prime;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Femenino;Dependiente
268;202204;Alto Valor;Pensionado;AFP_VOL + PENS;Masculino;Independiente
3;202205;Rentas Medias;Pensionado;APO + AFP_VOL + CB + PENS;Masculino;Dependiente
6;202111;Rentas Medias;Pensionado;AFP_VOL + CB + PENS;Masculino;Independiente
5;202110;Rentas Masivas;Afiliado no Pensionado;APO + VIDA;Masculino;Dependiente
2;202206;Rentas Medias;Afiliado no Pensionado;AFP_VOL + CB;Masculino;Independiente
12;202205;Alto Valor;Pensionado;APO;Masculino;Independiente
57;202112;Prime;Pensionado;AFP_VOL + PENS;Femenino;Independiente
15;202107;Prime;Pensionado;AFP_VOL + VIDA + PENS;Masculino;Dependiente
2;202108;Prime;Pensionado;APO + AFP_VOL + VIDA + PENS;Femenino;Independiente
54;202103;Alto Valor;Pensionado;APO;Femenino;Dependiente
2;202109;Alto Patrimonio;Pensionado;AFP_VOL + CB + VIDA;Femenino;Independiente
376;202203;Prime;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Masculino;Dependiente
211;202102;Alto Patrimonio;No Cotizante;CB + VIDA;Femenino;NULL
46;202103;Prime;Pensionado;AFP_VOL + CB;Femenino;Dependiente
147;202102;Alto Patrimonio;Pensionado;AFP_VOL + CB + VIDA + PENS;Masculino;Dependiente
69528;202111;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL;Femenino;Dependiente
6498;202202;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL;Masculino;Independiente
70;202101;Alto Valor;Afiliado no Pensionado;APO + CB + VIDA;Femenino;Dependiente
2;202107;Alto Patrimonio;Afiliado no Pensionado;APO + VIDA;Femenino;Independiente
10;202204;Rentas Medias;Pensionado;AFP_VOL + VIDA;Masculino;Independiente
1;202208;Rentas Masivas;Afiliado no Pensionado;APO + PENS;Femenino;Independiente
7;202111;Alto Patrimonio;Pensionado;AFP_VOL + CB;Femenino;Independiente
4545;202107;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL;Femenino;Independiente
22;202110;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Femenino;Dependiente
7;202111;Rentas Medias;Pensionado;APO + AFP_VOL;Femenino;Independiente
3;202110;Alto Valor;Pensionado;CB + VIDA + PENS;Femenino;Dependiente
1;202201;Prime;Afiliado no Pensionado;AFP_VOL;Masculino;NULL
9;202103;Alto Patrimonio;Pensionado;AFP_VOL + CB;Masculino;Independiente
2;202205;Rentas Medias;Pensionado;APO + VIDA;Femenino;Dependiente
93;202110;Alto Valor;Afiliado no Pensionado;APO + CB + VIDA;Masculino;Dependiente
59;202110;Prime;Pensionado;CB;Femenino;Dependiente
3;202208;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + PENS;Femenino;Independiente
20;202206;Rentas Masivas;Pensionado;APO + AFP_VOL + PENS;Femenino;Independiente
1;202106;Rentas Medias;Afiliado no Pensionado;AFP_VOL + VIDA;Femenino;Dependiente
6001;202207;Rentas Medias;No Cotizante;VIDA;Masculino;NULL
34;202108;Rentas Medias;Pensionado;VIDA;Femenino;Independiente
96;202208;Rentas Medias;Pensionado;AFP_VOL + CB;Masculino;Dependiente
22;202203;Rentas Medias;Pensionado;VIDA;Masculino;Independiente
1;202110;Alto Valor;Pensionado;APO + VIDA + PENS;Femenino;Independiente
4103;202109;Rentas Medias;Pensionado;AFP_VOL + PENS;Femenino;Dependiente
2;202202;Alto Patrimonio;Pensionado;AFP_VOL;Masculino;NULL
153;202101;Prime;Afiliado no Pensionado;APO + CB;Femenino;Dependiente
1;202111;Prime;Pensionado;AFP_VOL + CB + VIDA;Femenino;Independiente
5;202106;Prime;Pensionado;CB + VIDA;Femenino;Independiente
3;202110;Rentas Masivas;Pensionado;APO + CB;Masculino;Independiente
68;202103;Rentas Masivas;No Cotizante;VIDA;Femenino;NULL
2;202205;Alto Valor;Pensionado;APO + VIDA + PENS;Masculino;Independiente
49;202104;Prime;Pensionado;AFP_VOL + PENS;Femenino;Independiente
505;202104;Prime;Afiliado no Pensionado;APO + AFP_VOL + CB;Femenino;Dependiente
18;202103;Alto Patrimonio;Pensionado;AFP_VOL + VIDA;Masculino;Dependiente
3;202101;Alto Patrimonio;Pensionado;CB;Masculino;NULL
4;202205;Alto Valor;Pensionado;APO + AFP_VOL + VIDA + PENS;Femenino;Dependiente
153;202205;Alto Patrimonio;No Cotizante;VIDA;Femenino;NULL
48;202103;Alto Patrimonio;Pensionado;AFP_VOL + CB;Masculino;Dependiente
2;202105;Rentas Medias;Pensionado;APO + CB + PENS;Masculino;Dependiente
1;202111;Alto Patrimonio;No Cotizante;AFP_VOL + CB + PENS;Femenino;NULL
1;202112;Prime;Afiliado no Pensionado;APO + AFP_VOL + CB + PENS;Masculino;Dependiente
19;202104;Alto Valor;Afiliado no Pensionado;APO + CB + VIDA;Femenino;Independiente
6;202112;Alto Valor;Pensionado;VIDA + PENS;Femenino;Dependiente
1;202208;Alto Valor;Pensionado;APO + CB;Femenino;Independiente
219;202204;Prime;Afiliado no Pensionado;APO + AFP_VOL;Femenino;Independiente
126;202102;Alto Valor;Afiliado no Pensionado;APO + CB + VIDA;Masculino;Dependiente
4793;202203;Rentas Medias;No Cotizante;VIDA;Femenino;NULL
1022;202204;Prime;No Cotizante;VIDA;Masculino;NULL
1;202206;Alto Valor;Pensionado;APO + AFP_VOL + VIDA + PENS;Masculino;Independiente
3;202105;Prime;Afiliado no Pensionado;AFP_VOL + VIDA;Femenino;Dependiente
19;202101;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Independiente
1;202112;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Masculino;Dependiente
27;202204;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Independiente
1;202201;Alto Valor;Pensionado;APO + VIDA + PENS;Femenino;Independiente
4;202108;Rentas Masivas;Afiliado no Pensionado;APO + PENS;Femenino;Dependiente
39;202111;Rentas Medias;Pensionado;VIDA + PENS;Femenino;Dependiente
69;202110;Alto Valor;Afiliado no Pensionado;APO + CB + VIDA;Femenino;Dependiente
2;202207;Alto Patrimonio;Afiliado no Pensionado;CB;Femenino;Dependiente
22495;202206;Alto Valor;Afiliado no Pensionado;APO;Femenino;Dependiente
1;202101;Alto Valor;Pensionado;APO + CB + VIDA + PENS;Femenino;Dependiente
2;202105;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Femenino;Dependiente
4;202101;Rentas Medias;Afiliado no Pensionado;VIDA;Femenino;Dependiente
1;202206;Prime;Pensionado;APO + AFP_VOL;Masculino;Independiente
14;202201;Prime;Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
3;202111;Alto Valor;Pensionado;APO + CB;Masculino;Dependiente
9;202104;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Femenino;Dependiente
22;202107;Alto Valor;Pensionado;APO + AFP_VOL + CB + PENS;Masculino;Dependiente
18;202103;Rentas Medias;Pensionado;VIDA + PENS;Masculino;Dependiente
749;202205;Rentas Masivas;Pensionado;AFP_VOL;Femenino;Independiente
7;202203;Rentas Medias;Pensionado;AFP_VOL + VIDA;Femenino;Independiente
11;202102;Rentas Masivas;Afiliado no Pensionado;APO + PENS;Masculino;Dependiente
6;202205;Alto Valor;Afiliado no Pensionado;CB;Masculino;Dependiente
1;202206;Alto Patrimonio;Afiliado no Pensionado;AFP_VOL + CB + VIDA;Femenino;Independiente
1;202203;Alto Patrimonio;Pensionado;AFP_VOL + CB + PENS;Masculino;NULL
5;202110;Alto Patrimonio;Pensionado;AFP_VOL + CB;Masculino;NULL
1;202109;Rentas Masivas;No Cotizante;APO + AFP_VOL;Masculino;Dependiente
9;202206;Prime;Pensionado;CB + PENS;Femenino;Independiente
173;202203;Alto Valor;Pensionado;APO;Masculino;Dependiente
1;202102;Rentas Masivas;Pensionado;AFP_VOL + PENS;Femenino;NULL
13;202101;Prime;Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
1;202203;Prime;Pensionado;CB + VIDA + PENS;Femenino;Dependiente
12;202202;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
34;202109;Rentas Medias;Pensionado;AFP_VOL + VIDA;Femenino;Dependiente
1;202205;Alto Patrimonio;Pensionado;APO + CB + VIDA;Femenino;Independiente
1;202207;Alto Valor;Pensionado;APO + VIDA + PENS;Femenino;Dependiente
7;202201;Rentas Medias;Pensionado;CB;Masculino;NULL
748;202203;Rentas Masivas;Pensionado;AFP_VOL;Femenino;Independiente
5;202206;Rentas Masivas;Afiliado no Pensionado;APO + PENS;Femenino;Dependiente
7;202111;Alto Valor;Pensionado;AFP_VOL + CB + VIDA;Femenino;Dependiente
1723;202107;Rentas Medias;Afiliado no Pensionado;AFP_VOL;Masculino;Dependiente
100;202101;Rentas Medias;Pensionado;AFP_VOL + CB;Masculino;Dependiente
17;202102;Alto Patrimonio;Pensionado;APO + AFP_VOL + PENS;Femenino;Dependiente
3;202102;Alto Valor;Pensionado;VIDA + PENS;Masculino;Independiente
21;202109;Rentas Masivas;Pensionado;CB;Femenino;Independiente
16;202108;Alto Patrimonio;Pensionado;AFP_VOL;Femenino;Dependiente
